TicketID,CustomerID,IssueType,Priority,ResolutionDays,Resolved
T012124,C020338,Bug,Medium,5,Yes
T012125,C046221,Billing,High,15,Yes
T012126,C013735,Bug,Low,9,No
T012127,C019324,Feature,Low,4,Yes
T012128,C002859,Cancellation,Low,5,Yes
T012129,C002211,Billing,Medium,0,No
T012130,C023321,Billing,High,7,No
T012131,C041829,Billing,Medium,6,Yes
T012132,C029647,Cancellation,High,3,Yes
T012133,C019267,Feature,High,1,Yes
T012134,C012864,Feature,High,15,No
T012135,C019341,Login,High,9,No
T012136,C048527,Billing,High,0,No
T012137,C011161,Bug,Medium,6,Yes
T012138,C032124,Billing,High,3,No
T012139,C046014,Billing,Low,2,No
T012140,C006136,Billing,Low,0,Yes
T012141,C047698,Billing,High,7,No
T012142,C008779,Feature,Medium,13,Yes
T012143,C025001,Feature,High,8,Yes
T012144,C048950,Feature,Low,8,Yes
T012145,C018413,Bug,Medium,1,No
T012146,C036276,Bug,Medium,4,Yes
T012147,C032963,Bug,Low,9,No
T012148,C020149,Login,Low,11,No
T012149,C008604,Feature,High,13,Yes
T012150,C024877,Cancellation,High,1,Yes
T012151,C022011,Feature,High,2,Yes
T012152,C005189,Cancellation,Low,12,Yes
T012153,C038212,Feature,Medium,12,Yes
T012154,C020427,Bug,Medium,0,Yes
T012155,C019806,Bug,Medium,9,Yes
T012156,C047000,Cancellation,High,1,No
T012157,C011968,Feature,Medium,1,No
T012158,C048221,Login,Medium,10,No
T012159,C013449,Bug,Low,15,Yes
T012160,C007742,Login,Medium,5,Yes
T012161,C027043,Bug,Low,11,Yes
T012162,C004184,Bug,Medium,11,No
T012163,C008688,Feature,Medium,4,Yes
T012164,C010249,Bug,Medium,11,No
T012165,C046664,Login,High,1,No
T012166,C045062,Billing,Low,10,No
T012167,C005714,Login,High,12,No
T012168,C039576,Bug,High,6,No
T012169,C040333,Billing,Low,5,No
T012170,C002684,Cancellation,Low,12,Yes
T012171,C019119,Cancellation,Medium,7,No
T012172,C026116,Bug,High,9,Yes
T012173,C025970,Cancellation,Low,0,Yes
T012174,C004521,Billing,High,3,Yes
T012175,C047389,Cancellation,Medium,8,Yes
T012176,C029326,Cancellation,High,9,No
T012177,C023607,Bug,Medium,5,Yes
T012178,C025679,Cancellation,High,4,No
T012179,C019048,Billing,High,6,Yes
T012180,C046309,Bug,High,3,Yes
T012181,C026874,Billing,Medium,14,No
T012182,C046737,Cancellation,High,9,Yes
T012183,C035513,Bug,Low,5,No
T012184,C029194,Billing,High,1,No
T012185,C041444,Billing,Medium,14,No
T012186,C017030,Billing,Medium,1,No
T012187,C042336,Feature,High,5,Yes
T012188,C027947,Billing,Medium,11,Yes
T012189,C014784,Login,Low,10,Yes
T012190,C023763,Feature,Medium,6,No
T012191,C041791,Billing,Medium,1,No
T012192,C009537,Feature,Low,0,No
T012193,C025951,Bug,Low,6,No
T012194,C001681,Login,High,9,No
T012195,C020381,Feature,High,15,No
T012196,C035906,Bug,Medium,14,Yes
T012197,C047749,Login,High,11,No
T012198,C048879,Bug,Medium,7,No
T012199,C037801,Bug,Medium,0,Yes
T012200,C019776,Bug,Low,7,Yes
T012201,C024654,Cancellation,High,10,Yes
T012202,C026025,Feature,High,14,No
T012203,C032029,Login,Medium,10,No
T012204,C042457,Bug,Medium,7,Yes
T012205,C002782,Feature,High,4,Yes
T012206,C004840,Feature,Medium,9,Yes
T012207,C039579,Billing,High,7,No
T012208,C025363,Bug,Medium,10,Yes
T012209,C030884,Cancellation,Low,1,No
T012210,C021506,Cancellation,High,2,Yes
T012211,C017253,Cancellation,Low,7,No
T012212,C040075,Cancellation,High,12,Yes
T012213,C048652,Cancellation,Low,14,Yes
T012214,C041857,Bug,High,6,Yes
T012215,C025188,Login,Medium,12,Yes
T012216,C020601,Cancellation,Medium,7,Yes
T012217,C044507,Cancellation,Low,13,Yes
T012218,C026577,Feature,High,8,Yes
T012219,C042816,Billing,Medium,9,No
T012220,C030019,Cancellation,High,5,No
T012221,C001537,Billing,Low,10,Yes
T012222,C021757,Bug,Low,0,Yes
T012223,C024050,Bug,Low,1,No
T012224,C039133,Cancellation,Medium,0,No
T012225,C003996,Cancellation,Low,13,Yes
T012226,C016574,Cancellation,Low,1,No
T012227,C009690,Feature,Low,11,No
T012228,C023952,Cancellation,Medium,3,Yes
T012229,C013780,Feature,Low,9,No
T012230,C043847,Feature,Medium,3,No
T012231,C032718,Billing,Low,13,No
T012232,C031331,Cancellation,High,10,Yes
T012233,C046337,Feature,Medium,7,No
T012234,C001700,Billing,Medium,12,No
T012235,C018068,Feature,Medium,4,No
T012236,C007748,Bug,High,3,No
T012237,C004169,Bug,High,4,No
T012238,C048321,Billing,Medium,12,No
T012239,C013985,Bug,Low,2,No
T012240,C020148,Cancellation,Low,6,Yes
T012241,C049302,Cancellation,High,10,Yes
T012242,C025155,Login,High,14,No
T012243,C002072,Cancellation,Medium,9,Yes
T012244,C007632,Feature,Low,6,Yes
T012245,C014777,Cancellation,Medium,2,No
T012246,C035366,Bug,Medium,12,Yes
T012247,C011551,Bug,Medium,13,No
T012248,C018383,Feature,High,8,No
T012249,C009884,Feature,High,11,Yes
T012250,C039351,Feature,Medium,2,Yes
T012251,C016249,Feature,Low,9,Yes
T012252,C036175,Billing,High,0,Yes
T012253,C016684,Billing,High,9,No
T012254,C019174,Feature,High,14,No
T012255,C015267,Login,Medium,1,No
T012256,C023002,Cancellation,Medium,14,No
T012257,C017815,Feature,Low,9,Yes
T012258,C047642,Billing,Low,12,No
T012259,C004640,Bug,High,9,No
T012260,C029521,Bug,Medium,2,Yes
T012261,C006253,Login,Medium,3,Yes
T012262,C022299,Login,Low,10,No
T012263,C031965,Feature,High,7,No
T012264,C028623,Login,High,4,No
T012265,C038926,Billing,High,10,No
T012266,C026677,Bug,High,12,Yes
T012267,C006049,Cancellation,Medium,11,No
T012268,C043679,Cancellation,High,11,Yes
T012269,C034977,Billing,Low,5,No
T012270,C001239,Billing,High,11,No
T012271,C046896,Cancellation,High,3,No
T012272,C007855,Cancellation,Medium,8,No
T012273,C020462,Login,Low,0,No
T012274,C000438,Billing,Low,10,No
T012275,C008069,Login,Medium,7,No
T012276,C016017,Login,Medium,0,No
T012277,C027731,Bug,High,7,No
T012278,C006299,Login,Low,10,No
T012279,C044964,Feature,High,9,No
T012280,C033913,Bug,Low,2,Yes
T012281,C005160,Feature,High,2,No
T012282,C029817,Login,Medium,4,No
T012283,C041884,Login,Medium,9,No
T012284,C020522,Cancellation,Low,12,Yes
T012285,C020573,Feature,Medium,10,Yes
T012286,C012060,Cancellation,Low,13,Yes
T012287,C002516,Login,Medium,8,No
T012288,C041879,Cancellation,High,4,No
T012289,C023078,Login,High,11,No
T012290,C041347,Feature,Low,5,No
T012291,C038489,Feature,Low,5,No
T012292,C027020,Feature,High,2,Yes
T012293,C023312,Billing,Low,13,Yes
T012294,C041310,Cancellation,Low,10,No
T012295,C038235,Login,Low,11,Yes
T012296,C021744,Feature,Medium,7,No
T012297,C043900,Feature,High,4,No
T012298,C027342,Login,Medium,9,No
T012299,C047274,Billing,Medium,15,Yes
T012300,C027027,Bug,High,5,No
T012301,C040706,Feature,High,13,No
T012302,C005408,Cancellation,Medium,0,No
T012303,C018819,Login,High,12,Yes
T012304,C043951,Feature,Medium,5,No
T012305,C019619,Feature,Medium,13,No
T012306,C033873,Login,Medium,11,Yes
T012307,C023499,Cancellation,Low,15,No
T012308,C001398,Billing,Low,2,Yes
T012309,C032756,Billing,High,6,No
T012310,C020482,Login,Medium,9,No
T012311,C026287,Bug,Low,9,Yes
T012312,C036011,Bug,Low,11,Yes
T012313,C049050,Login,Medium,9,Yes
T012314,C045306,Cancellation,High,4,No
T012315,C019776,Feature,Low,5,No
T012316,C034109,Billing,Low,8,No
T012317,C010003,Billing,Low,8,No
T012318,C029242,Cancellation,Medium,14,No
T012319,C002874,Billing,High,8,Yes
T012320,C043787,Bug,Medium,12,Yes
T012321,C041257,Feature,High,11,No
T012322,C004688,Cancellation,Low,6,Yes
T012323,C001742,Feature,Low,5,No
T012324,C029346,Bug,Low,4,No
T012325,C031655,Bug,Low,12,No
T012326,C016123,Bug,Medium,15,No
T012327,C046896,Feature,High,11,Yes
T012328,C037262,Billing,Medium,1,Yes
T012329,C013988,Login,High,3,No
T012330,C002648,Cancellation,High,3,No
T012331,C036246,Login,Medium,9,Yes
T012332,C002519,Billing,Low,14,Yes
T012333,C034155,Billing,Low,1,Yes
T012334,C024366,Feature,Medium,12,No
T012335,C024891,Billing,Medium,8,No
T012336,C032543,Billing,High,12,Yes
T012337,C033687,Login,High,4,Yes
T012338,C032121,Bug,Medium,12,Yes
T012339,C042203,Billing,Low,11,No
T012340,C039350,Billing,Low,6,Yes
T012341,C048007,Billing,Low,5,Yes
T012342,C049502,Cancellation,Medium,6,No
T012343,C035484,Bug,High,6,No
T012344,C028025,Bug,High,2,Yes
T012345,C005872,Bug,Medium,6,No
T012346,C018747,Bug,Medium,4,No
T012347,C024816,Bug,High,13,Yes
T012348,C023307,Login,Medium,6,No
T012349,C049250,Bug,Medium,4,No
T012350,C024256,Bug,Medium,10,No
T012351,C013936,Feature,Low,5,No
T012352,C020724,Login,Low,0,No
T012353,C042875,Feature,Medium,7,Yes
T012354,C012657,Login,Low,8,No
T012355,C002359,Cancellation,Low,12,Yes
T012356,C014343,Cancellation,Medium,3,Yes
T012357,C027945,Cancellation,High,14,No
T012358,C021419,Feature,Medium,9,No
T012359,C017980,Login,Low,3,Yes
T012360,C019445,Cancellation,Medium,7,Yes
T012361,C022459,Billing,High,5,No
T012362,C027498,Billing,Medium,6,Yes
T012363,C016382,Feature,High,11,Yes
T012364,C031656,Bug,Medium,0,Yes
T012365,C019626,Bug,Low,5,No
T012366,C008292,Billing,High,5,No
T012367,C021228,Cancellation,Medium,2,No
T012368,C033391,Feature,Low,14,Yes
T012369,C031271,Bug,Low,10,Yes
T012370,C002755,Cancellation,Low,11,Yes
T012371,C041292,Billing,Medium,11,Yes
T012372,C034947,Bug,Medium,10,No
T012373,C049609,Cancellation,Medium,10,Yes
T012374,C035860,Cancellation,Low,0,Yes
T012375,C015926,Feature,Low,1,No
T012376,C044060,Cancellation,Low,12,Yes
T012377,C032938,Feature,High,11,No
T012378,C049836,Cancellation,High,4,No
T012379,C031585,Bug,Medium,11,Yes
T012380,C018534,Billing,Medium,3,Yes
T012381,C009030,Feature,High,13,Yes
T012382,C013384,Bug,High,15,Yes
T012383,C004921,Billing,Low,11,Yes
T012384,C049999,Billing,High,2,Yes
T012385,C009732,Billing,Medium,2,Yes
T012386,C025017,Login,Medium,12,No
T012387,C009908,Login,Medium,0,Yes
T012388,C005002,Cancellation,Low,14,No
T012389,C032782,Billing,High,13,Yes
T012390,C043181,Billing,Medium,10,No
T012391,C019100,Billing,Medium,10,No
T012392,C032584,Feature,Low,7,Yes
T012393,C032972,Billing,Low,6,No
T012394,C005842,Cancellation,High,0,No
T012395,C016972,Cancellation,High,13,Yes
T012396,C025487,Login,Low,7,No
T012397,C038202,Bug,Low,5,No
T012398,C001400,Feature,High,8,No
T012399,C010577,Login,High,7,Yes
T012400,C038737,Billing,Low,6,Yes
T012401,C017783,Cancellation,High,9,No
T012402,C032466,Login,High,11,Yes
T012403,C015367,Billing,Low,10,Yes
T012404,C009813,Bug,High,5,No
T012405,C027974,Bug,High,1,No
T012406,C021855,Billing,Medium,13,Yes
T012407,C005911,Feature,Medium,7,No
T012408,C002903,Cancellation,Low,4,No
T012409,C020632,Cancellation,Medium,6,No
T012410,C030733,Feature,Medium,0,No
T012411,C037671,Billing,High,5,No
T012412,C030472,Login,Low,13,Yes
T012413,C037967,Billing,Low,4,No
T012414,C002740,Billing,Medium,0,No
T012415,C007190,Cancellation,High,4,Yes
T012416,C049928,Billing,Low,1,Yes
T012417,C036917,Bug,Low,11,No
T012418,C020877,Cancellation,High,4,Yes
T012419,C034584,Cancellation,Low,7,Yes
T012420,C012416,Billing,Medium,6,Yes
T012421,C017252,Bug,Low,7,No
T012422,C047164,Billing,Medium,2,Yes
T012423,C036100,Feature,Medium,1,Yes
T012424,C046963,Bug,Medium,13,Yes
T012425,C011551,Billing,Low,4,No
T012426,C007838,Billing,Medium,14,Yes
T012427,C026132,Feature,Low,12,No
T012428,C030759,Cancellation,High,2,No
T012429,C027777,Cancellation,Low,0,Yes
T012430,C010169,Cancellation,Low,6,Yes
T012431,C018120,Cancellation,Medium,8,Yes
T012432,C013673,Login,High,8,No
T012433,C012217,Bug,High,15,No
T012434,C048550,Bug,High,3,No
T012435,C048299,Billing,Low,11,No
T012436,C046333,Feature,Medium,11,Yes
T012437,C004975,Login,Low,6,Yes
T012438,C017112,Billing,Low,9,Yes
T012439,C019659,Cancellation,High,14,Yes
T012440,C021612,Billing,High,10,Yes
T012441,C011894,Cancellation,High,2,Yes
T012442,C017432,Bug,Low,5,No
T012443,C015972,Billing,Low,2,Yes
T012444,C006142,Bug,Medium,12,No
T012445,C006915,Cancellation,Medium,9,No
T012446,C030242,Bug,High,3,Yes
T012447,C040676,Bug,High,0,Yes
T012448,C043314,Feature,Medium,7,No
T012449,C046269,Feature,Low,3,No
T012450,C029575,Billing,Medium,1,Yes
T012451,C010700,Feature,Low,6,No
T012452,C013388,Billing,High,1,No
T012453,C034923,Login,Medium,13,Yes
T012454,C015434,Bug,Low,10,Yes
T012455,C044787,Feature,Medium,5,No
T012456,C016072,Bug,Low,3,No
T012457,C044683,Feature,Medium,9,No
T012458,C028341,Feature,Low,6,No
T012459,C038335,Feature,Low,14,No
T012460,C010184,Bug,Low,3,Yes
T012461,C010632,Login,High,15,Yes
T012462,C011684,Feature,Medium,1,No
T012463,C030338,Feature,Low,15,Yes
T012464,C012386,Bug,High,3,No
T012465,C041555,Login,Low,3,No
T012466,C043790,Feature,High,11,Yes
T012467,C003300,Login,Low,7,No
T012468,C049926,Login,High,4,No
T012469,C017253,Login,High,12,Yes
T012470,C022133,Feature,High,11,Yes
T012471,C022601,Cancellation,Medium,14,No
T012472,C025305,Billing,Medium,7,Yes
T012473,C017875,Login,Medium,5,Yes
T012474,C007722,Login,Low,0,No
T012475,C007244,Cancellation,High,11,Yes
T012476,C033359,Login,High,8,Yes
T012477,C033286,Feature,High,14,No
T012478,C022956,Billing,Low,5,Yes
T012479,C039356,Feature,Low,13,Yes
T012480,C035094,Login,Low,10,Yes
T012481,C044408,Feature,Low,1,No
T012482,C043123,Billing,Low,6,Yes
T012483,C031129,Login,Medium,9,Yes
T012484,C001368,Bug,Low,1,No
T012485,C024159,Billing,Low,9,No
T012486,C014082,Login,High,7,No
T012487,C006500,Bug,High,14,No
T012488,C019386,Billing,High,15,No
T012489,C032835,Billing,High,14,No
T012490,C017172,Cancellation,High,7,Yes
T012491,C010991,Bug,Medium,9,No
T012492,C031550,Feature,High,12,No
T012493,C022899,Cancellation,Medium,2,Yes
T012494,C030261,Feature,High,14,Yes
T012495,C008384,Billing,High,5,No
T012496,C020685,Cancellation,High,3,Yes
T012497,C003487,Cancellation,High,14,No
T012498,C044078,Cancellation,High,0,Yes
T012499,C012740,Feature,Low,11,No
T012500,C032486,Bug,Medium,14,Yes
T012501,C045447,Login,High,13,Yes
T012502,C038410,Bug,Medium,8,Yes
T012503,C032152,Login,Low,9,Yes
T012504,C013811,Cancellation,Low,5,No
T012505,C006604,Billing,Medium,3,Yes
T012506,C004859,Feature,Medium,14,No
T012507,C003482,Cancellation,High,12,Yes
T012508,C030670,Billing,High,11,No
T012509,C007985,Billing,High,0,Yes
T012510,C001145,Billing,High,6,No
T012511,C042181,Cancellation,Medium,15,Yes
T012512,C042745,Cancellation,High,13,No
T012513,C040102,Billing,Low,4,No
T012514,C013815,Login,Medium,3,Yes
T012515,C018442,Login,High,5,No
T012516,C041947,Billing,Low,6,Yes
T012517,C022663,Billing,Medium,3,No
T012518,C000773,Login,High,3,No
T012519,C038716,Feature,Low,9,Yes
T012520,C042926,Cancellation,Medium,3,No
T012521,C004519,Bug,High,6,No
T012522,C018700,Login,Medium,11,No
T012523,C034635,Login,Low,4,No
T012524,C015536,Bug,High,15,No
T012525,C016014,Bug,Low,15,No
T012526,C037281,Cancellation,Medium,12,No
T012527,C002731,Cancellation,High,10,Yes
T012528,C000533,Login,High,10,No
T012529,C038083,Login,Low,7,Yes
T012530,C017559,Cancellation,Low,14,No
T012531,C034807,Billing,Low,4,No
T012532,C048768,Cancellation,Low,2,Yes
T012533,C027000,Login,Medium,7,Yes
T012534,C003150,Billing,Low,13,No
T012535,C009281,Billing,Low,5,Yes
T012536,C013861,Bug,Low,5,No
T012537,C006372,Cancellation,Medium,1,No
T012538,C016555,Billing,Low,3,No
T012539,C034089,Billing,Medium,5,No
T012540,C016819,Bug,Medium,4,Yes
T012541,C007519,Billing,Low,13,No
T012542,C043723,Login,High,0,No
T012543,C027654,Feature,Low,13,Yes
T012544,C020248,Login,Medium,7,Yes
T012545,C021587,Login,Low,14,No
T012546,C028074,Feature,Low,9,Yes
T012547,C043702,Feature,Low,1,Yes
T012548,C000356,Cancellation,Low,6,No
T012549,C025433,Login,Medium,14,No
T012550,C034470,Feature,Low,0,No
T012551,C003287,Bug,High,13,No
T012552,C016349,Bug,Medium,0,No
T012553,C046296,Billing,High,6,Yes
T012554,C021881,Login,Low,15,Yes
T012555,C042751,Login,Low,0,No
T012556,C004335,Bug,High,13,No
T012557,C041768,Billing,Medium,9,Yes
T012558,C001708,Login,Medium,7,Yes
T012559,C023860,Login,Medium,6,No
T012560,C036571,Bug,Low,2,No
T012561,C036200,Bug,Low,4,No
T012562,C009571,Bug,Medium,7,Yes
T012563,C017169,Login,Low,9,No
T012564,C013600,Login,Low,9,Yes
T012565,C011903,Bug,Low,9,No
T012566,C018624,Login,Low,12,Yes
T012567,C024051,Cancellation,Medium,3,No
T012568,C025066,Bug,Low,15,Yes
T012569,C033992,Bug,Low,15,No
T012570,C011906,Billing,High,14,Yes
T012571,C009183,Feature,Medium,7,No
T012572,C014129,Login,High,12,No
T012573,C006981,Billing,Medium,12,No
T012574,C033181,Bug,Low,1,No
T012575,C042819,Billing,Low,0,No
T012576,C014001,Bug,High,9,No
T012577,C017897,Billing,High,5,Yes
T012578,C030677,Feature,High,6,No
T012579,C035403,Cancellation,Low,9,No
T012580,C014164,Bug,High,11,Yes
T012581,C040911,Feature,Medium,1,Yes
T012582,C021153,Login,Low,2,Yes
T012583,C003641,Bug,Low,0,Yes
T012584,C015798,Billing,Medium,2,No
T012585,C020176,Bug,Medium,14,No
T012586,C041502,Billing,High,0,No
T012587,C044052,Feature,High,11,No
T012588,C009064,Billing,High,9,No
T012589,C000525,Feature,High,14,No
T012590,C049297,Bug,High,12,No
T012591,C044000,Login,High,13,No
T012592,C016168,Bug,Low,1,No
T012593,C003566,Login,Low,14,Yes
T012594,C046180,Bug,High,6,Yes
T012595,C016743,Login,Medium,13,No
T012596,C010876,Bug,Medium,10,Yes
T012597,C038118,Feature,Medium,5,Yes
T012598,C036700,Billing,Low,8,Yes
T012599,C008805,Feature,Low,2,Yes
T012600,C010225,Cancellation,Low,15,No
T012601,C033209,Feature,High,2,Yes
T012602,C030507,Feature,High,8,No
T012603,C018788,Login,High,14,No
T012604,C037513,Login,Low,3,No
T012605,C032233,Login,High,1,Yes
T012606,C016047,Cancellation,Low,15,No
T012607,C042460,Login,High,11,Yes
T012608,C026320,Cancellation,Medium,9,No
T012609,C002137,Bug,High,7,No
T012610,C022574,Bug,Medium,9,No
T012611,C040733,Billing,High,14,Yes
T012612,C016157,Cancellation,Medium,2,No
T012613,C024888,Cancellation,High,2,No
T012614,C029696,Login,Low,13,No
T012615,C045532,Bug,Medium,13,Yes
T012616,C006497,Login,Low,0,No
T012617,C033953,Cancellation,High,13,No
T012618,C029803,Billing,Low,15,Yes
T012619,C016558,Feature,High,8,Yes
T012620,C013082,Bug,Medium,11,No
T012621,C049403,Billing,High,6,Yes
T012622,C029807,Billing,Medium,3,Yes
T012623,C046470,Feature,Low,15,Yes
T012624,C002931,Billing,High,12,Yes
T012625,C033121,Bug,Low,9,No
T012626,C016387,Billing,Medium,6,No
T012627,C023724,Bug,High,4,No
T012628,C033245,Billing,Low,5,No
T012629,C010222,Cancellation,High,3,Yes
T012630,C030221,Feature,High,9,Yes
T012631,C017473,Feature,Medium,2,Yes
T012632,C021065,Feature,High,8,No
T012633,C017250,Bug,Low,3,No
T012634,C011797,Login,Low,8,Yes
T012635,C026162,Feature,Medium,12,Yes
T012636,C007850,Billing,High,0,No
T012637,C038821,Feature,Low,3,Yes
T012638,C044838,Feature,Low,4,No
T012639,C033517,Login,High,9,Yes
T012640,C036625,Billing,Low,10,Yes
T012641,C037855,Feature,High,7,Yes
T012642,C030109,Login,Low,15,No
T012643,C043978,Login,High,6,No
T012644,C018236,Cancellation,Medium,6,No
T012645,C010907,Cancellation,High,14,Yes
T012646,C043595,Cancellation,Medium,4,Yes
T012647,C012988,Login,High,6,No
T012648,C014165,Bug,Low,5,No
T012649,C006153,Billing,Medium,2,No
T012650,C018279,Login,Medium,6,No
T012651,C049599,Bug,Medium,2,No
T012652,C047416,Feature,Medium,8,Yes
T012653,C028009,Bug,High,4,Yes
T012654,C012049,Bug,Medium,10,Yes
T012655,C034384,Billing,Low,2,Yes
T012656,C031633,Feature,Low,8,No
T012657,C043459,Billing,High,7,No
T012658,C044727,Feature,Low,14,Yes
T012659,C041674,Cancellation,Low,4,No
T012660,C040998,Billing,Medium,2,No
T012661,C027479,Cancellation,Medium,15,No
T012662,C005213,Bug,High,9,No
T012663,C013253,Login,Low,7,No
T012664,C027990,Cancellation,Medium,2,Yes
T012665,C023535,Feature,High,11,No
T012666,C003836,Cancellation,High,11,Yes
T012667,C019017,Feature,Medium,13,Yes
T012668,C037567,Cancellation,Low,3,No
T012669,C013809,Bug,High,15,No
T012670,C018398,Bug,High,6,Yes
T012671,C047322,Feature,Medium,4,No
T012672,C045300,Bug,Low,7,No
T012673,C010843,Feature,Low,6,No
T012674,C041123,Cancellation,High,6,Yes
T012675,C046680,Billing,Low,9,Yes
T012676,C041483,Login,Low,10,No
T012677,C036300,Cancellation,Medium,6,No
T012678,C028931,Bug,Medium,15,No
T012679,C003527,Bug,Low,4,No
T012680,C048017,Billing,High,10,No
T012681,C036877,Login,Low,3,Yes
T012682,C003644,Cancellation,High,1,Yes
T012683,C020593,Billing,High,5,No
T012684,C017744,Bug,High,13,Yes
T012685,C017453,Feature,Low,6,Yes
T012686,C025250,Billing,High,14,Yes
T012687,C049051,Login,Low,12,Yes
T012688,C000045,Cancellation,Medium,0,Yes
T012689,C023625,Login,Low,6,No
T012690,C030047,Login,Low,15,No
T012691,C017729,Bug,Medium,14,Yes
T012692,C011659,Feature,Medium,3,No
T012693,C026710,Billing,Low,12,Yes
T012694,C043568,Bug,High,9,No
T012695,C002892,Bug,Medium,7,No
T012696,C024499,Billing,Medium,13,No
T012697,C011628,Feature,Medium,13,No
T012698,C035201,Feature,Low,6,No
T012699,C006848,Bug,Medium,5,No
T012700,C008968,Feature,Medium,9,No
T012701,C023081,Cancellation,Low,10,No
T012702,C015438,Cancellation,Low,6,Yes
T012703,C003962,Cancellation,Medium,6,No
T012704,C048977,Login,Medium,15,No
T012705,C022825,Billing,Medium,5,No
T012706,C029074,Bug,Medium,12,No
T012707,C012108,Feature,Low,0,No
T012708,C049587,Cancellation,Low,1,Yes
T012709,C002860,Billing,High,9,Yes
T012710,C040734,Feature,Low,6,No
T012711,C012275,Cancellation,Low,2,Yes
T012712,C039115,Billing,Medium,15,No
T012713,C019762,Cancellation,High,4,Yes
T012714,C015294,Billing,High,11,Yes
T012715,C039763,Login,High,9,Yes
T012716,C018055,Cancellation,High,12,Yes
T012717,C035237,Feature,Low,14,No
T012718,C045750,Bug,Low,9,No
T012719,C009874,Login,High,11,No
T012720,C018105,Login,Medium,8,No
T012721,C000069,Login,Low,2,Yes
T012722,C039082,Feature,High,15,Yes
T012723,C013859,Login,High,6,Yes
T012724,C040002,Cancellation,High,7,Yes
T012725,C028841,Billing,High,7,Yes
T012726,C014949,Cancellation,Medium,11,Yes
T012727,C009702,Feature,Medium,10,Yes
T012728,C018896,Bug,High,15,No
T012729,C008421,Bug,Medium,5,No
T012730,C040032,Cancellation,Low,5,No
T012731,C026509,Bug,Medium,8,Yes
T012732,C031126,Feature,Low,11,No
T012733,C016468,Cancellation,Low,6,No
T012734,C022820,Bug,Medium,10,No
T012735,C011060,Billing,Medium,8,Yes
T012736,C025775,Login,High,10,Yes
T012737,C037494,Login,High,15,No
T012738,C046111,Billing,Low,0,Yes
T012739,C011455,Billing,High,1,Yes
T012740,C012918,Login,High,1,Yes
T012741,C003939,Login,Low,13,No
T012742,C033057,Cancellation,High,2,No
T012743,C013623,Cancellation,Low,8,No
T012744,C023559,Feature,Low,0,Yes
T012745,C023320,Feature,High,1,No
T012746,C036652,Feature,Low,13,Yes
T012747,C042187,Login,Low,6,Yes
T012748,C045208,Bug,High,10,No
T012749,C039387,Feature,High,4,No
T012750,C006261,Feature,Low,8,Yes
T012751,C038120,Cancellation,High,1,Yes
T012752,C008626,Login,Low,5,No
T012753,C003825,Login,Medium,2,No
T012754,C020991,Login,Low,11,No
T012755,C014286,Bug,Medium,4,Yes
T012756,C024903,Billing,High,13,No
T012757,C004540,Billing,Medium,9,No
T012758,C024388,Cancellation,Medium,5,Yes
T012759,C010777,Bug,High,4,Yes
T012760,C039966,Cancellation,Low,14,No
T012761,C014867,Cancellation,Medium,0,No
T012762,C017782,Cancellation,Medium,11,Yes
T012763,C031176,Login,High,14,Yes
T012764,C000952,Cancellation,High,7,No
T012765,C026333,Bug,High,12,Yes
T012766,C032351,Login,Medium,12,Yes
T012767,C028234,Cancellation,High,11,Yes
T012768,C032085,Cancellation,Low,11,Yes
T012769,C020314,Bug,Medium,0,Yes
T012770,C022850,Login,High,11,Yes
T012771,C045234,Bug,Low,2,Yes
T012772,C044027,Bug,Low,6,Yes
T012773,C038028,Billing,Low,15,Yes
T012774,C046006,Login,Medium,15,No
T012775,C043197,Bug,Low,1,Yes
T012776,C025236,Feature,Low,2,Yes
T012777,C028306,Feature,Low,3,No
T012778,C030483,Cancellation,Low,8,No
T012779,C044903,Login,Medium,3,Yes
T012780,C020850,Feature,Medium,3,No
T012781,C031274,Cancellation,High,2,No
T012782,C029400,Cancellation,Low,6,Yes
T012783,C031492,Cancellation,Medium,1,Yes
T012784,C006200,Bug,Medium,1,No
T012785,C034952,Bug,Medium,15,Yes
T012786,C036452,Billing,Medium,1,No
T012787,C007802,Login,High,14,No
T012788,C005392,Login,Low,12,Yes
T012789,C005550,Cancellation,High,1,No
T012790,C024686,Feature,High,1,No
T012791,C036658,Feature,Medium,15,No
T012792,C025981,Feature,High,5,No
T012793,C042643,Login,Low,6,Yes
T012794,C032728,Cancellation,High,15,No
T012795,C009372,Billing,Low,8,No
T012796,C014094,Bug,High,14,No
T012797,C027223,Bug,Medium,8,Yes
T012798,C031641,Feature,Low,9,No
T012799,C048771,Login,Low,14,Yes
T012800,C021050,Login,Medium,8,No
T012801,C043848,Billing,Low,5,Yes
T012802,C011190,Bug,High,3,No
T012803,C037225,Bug,Low,6,Yes
T012804,C047679,Feature,High,4,Yes
T012805,C040324,Billing,High,14,No
T012806,C018443,Cancellation,High,0,Yes
T012807,C031723,Cancellation,Medium,13,Yes
T012808,C002195,Cancellation,Low,2,No
T012809,C037126,Feature,Low,1,No
T012810,C011114,Billing,Low,4,No
T012811,C001255,Feature,High,5,No
T012812,C043148,Login,High,5,Yes
T012813,C018461,Billing,High,15,No
T012814,C044076,Feature,Medium,10,Yes
T012815,C011728,Billing,High,2,No
T012816,C001508,Feature,Medium,4,Yes
T012817,C037468,Login,Low,11,Yes
