SubscriptionID,CustomerID,StartDate,RenewalDate,ContractType,DiscountPct,Status
S021214,C021214,2023-04-12,2024-04-06,Monthly,20,Expired
S021215,C021215,2024-03-27,2025-02-20,Monthly,0,Cancelled
S021216,C021216,2025-02-17,2025-03-19,Annual,0,Expired
S021217,C021217,2022-01-03,2022-10-30,Monthly,20,Cancelled
S021218,C021218,2024-04-30,2025-02-24,Annual,10,Expired
S021219,C021219,2021-06-15,2022-05-11,Annual,0,Expired
S021220,C021220,2021-03-08,2021-07-06,Monthly,5,Cancelled
S021221,C021221,2022-04-06,2023-01-01,Annual,20,Active
S021222,C021222,2022-05-16,2023-03-12,Monthly,10,Expired
S021223,C021223,2022-10-21,2023-09-16,Monthly,10,Active
S021224,C021224,2022-07-17,2022-09-15,Annual,20,Active
S021225,C021225,2023-01-02,2023-07-31,Annual,5,Cancelled
S021226,C021226,2022-01-11,2022-05-11,Monthly,20,Cancelled
S021227,C021227,2022-12-05,2023-06-03,Monthly,10,Active
S021228,C021228,2024-06-23,2024-11-20,Monthly,20,Active
S021229,C021229,2022-03-01,2023-01-25,Monthly,5,Active
S021230,C021230,2022-03-30,2022-12-25,Monthly,15,Cancelled
S021231,C021231,2024-02-07,2024-06-06,Annual,15,Active
S021232,C021232,2025-05-25,2025-08-23,Monthly,0,Expired
S021233,C021233,2024-12-28,2025-01-27,Annual,20,Cancelled
S021234,C021234,2025-06-26,2026-06-21,Annual,15,Cancelled
S021235,C021235,2025-05-08,2026-04-03,Monthly,20,Cancelled
S021236,C021236,2024-02-04,2024-11-30,Annual,20,Expired
S021237,C021237,2025-07-20,2026-04-16,Monthly,20,Active
S021238,C021238,2021-04-15,2022-02-09,Monthly,5,Expired
S021239,C021239,2022-08-16,2023-04-13,Annual,10,Expired
S021240,C021240,2021-03-23,2021-09-19,Monthly,0,Cancelled
S021241,C021241,2024-07-18,2025-01-14,Annual,15,Active
S021242,C021242,2023-08-25,2023-11-23,Annual,15,Cancelled
S021243,C021243,2021-09-20,2022-04-18,Annual,10,Active
S021244,C021244,2024-07-21,2024-11-18,Annual,15,Active
S021245,C021245,2023-08-06,2024-02-02,Monthly,15,Active
S021246,C021246,2021-01-08,2021-11-04,Annual,15,Cancelled
S021247,C021247,2024-08-08,2025-08-03,Monthly,10,Cancelled
S021248,C021248,2021-01-20,2021-02-19,Annual,15,Cancelled
S021249,C021249,2024-04-05,2024-05-05,Monthly,15,Active
S021250,C021250,2025-05-14,2025-10-11,Monthly,0,Expired
S021251,C021251,2025-01-02,2025-11-28,Monthly,15,Expired
S021252,C021252,2024-06-21,2025-05-17,Annual,15,Active
S021253,C021253,2021-12-01,2022-07-29,Annual,10,Expired
S021254,C021254,2022-04-30,2023-02-24,Monthly,20,Expired
S021255,C021255,2023-06-24,2024-02-19,Annual,15,Expired
S021256,C021256,2022-08-31,2023-06-27,Monthly,15,Cancelled
S021257,C021257,2024-05-09,2025-02-03,Monthly,20,Expired
S021258,C021258,2024-12-09,2025-09-05,Annual,20,Cancelled
S021259,C021259,2025-11-01,2026-06-29,Annual,20,Expired
S021260,C021260,2021-02-25,2021-04-26,Monthly,15,Active
S021261,C021261,2025-09-14,2026-09-09,Annual,20,Active
S021262,C021262,2022-10-08,2023-10-03,Monthly,20,Active
S021263,C021263,2025-06-23,2025-08-22,Monthly,20,Cancelled
S021264,C021264,2022-09-21,2022-10-21,Monthly,15,Cancelled
S021265,C021265,2021-11-12,2022-11-07,Monthly,20,Expired
S021266,C021266,2022-12-14,2023-11-09,Monthly,5,Expired
S021267,C021267,2021-05-25,2021-08-23,Monthly,10,Cancelled
S021268,C021268,2023-10-06,2024-06-02,Monthly,5,Expired
S021269,C021269,2025-10-17,2025-12-16,Monthly,10,Cancelled
S021270,C021270,2021-10-18,2021-11-17,Monthly,20,Expired
S021271,C021271,2022-07-31,2023-01-27,Annual,0,Active
S021272,C021272,2023-01-26,2023-12-22,Annual,0,Cancelled
S021273,C021273,2024-01-20,2024-04-19,Annual,10,Expired
S021274,C021274,2024-04-27,2024-10-24,Annual,5,Cancelled
S021275,C021275,2022-11-29,2023-08-26,Monthly,20,Active
S021276,C021276,2024-08-15,2025-05-12,Monthly,0,Expired
S021277,C021277,2021-03-02,2021-04-01,Annual,20,Active
S021278,C021278,2022-01-02,2022-07-01,Monthly,5,Active
S021279,C021279,2025-03-18,2025-05-17,Annual,15,Expired
S021280,C021280,2022-02-17,2022-11-14,Monthly,5,Active
S021281,C021281,2022-01-06,2022-02-05,Monthly,5,Cancelled
S021282,C021282,2021-06-13,2022-06-08,Annual,0,Cancelled
S021283,C021283,2021-09-19,2022-08-15,Annual,15,Active
S021284,C021284,2025-03-18,2025-10-14,Annual,15,Active
S021285,C021285,2024-10-28,2024-11-27,Monthly,15,Active
S021286,C021286,2022-08-09,2023-07-05,Annual,5,Cancelled
S021287,C021287,2024-04-02,2024-10-29,Annual,5,Cancelled
S021288,C021288,2025-01-31,2025-10-28,Annual,20,Expired
S021289,C021289,2021-11-08,2021-12-08,Monthly,20,Expired
S021290,C021290,2023-05-15,2023-10-12,Annual,0,Cancelled
S021291,C021291,2025-05-02,2025-10-29,Monthly,0,Active
S021292,C021292,2023-10-06,2024-06-02,Annual,0,Expired
S021293,C021293,2022-11-06,2023-08-03,Annual,15,Active
S021294,C021294,2021-02-03,2021-10-31,Annual,0,Active
S021295,C021295,2024-04-19,2024-10-16,Monthly,20,Active
S021296,C021296,2024-11-10,2025-02-08,Monthly,10,Expired
S021297,C021297,2024-02-05,2025-01-30,Annual,15,Cancelled
S021298,C021298,2022-04-24,2022-07-23,Annual,20,Cancelled
S021299,C021299,2024-03-26,2024-10-22,Monthly,10,Cancelled
S021300,C021300,2025-01-31,2025-05-01,Monthly,10,Expired
S021301,C021301,2024-07-31,2025-04-27,Monthly,0,Expired
S021302,C021302,2023-04-22,2024-02-16,Annual,20,Cancelled
S021303,C021303,2024-10-29,2025-05-27,Annual,10,Active
S021304,C021304,2023-02-12,2023-06-12,Monthly,5,Active
S021305,C021305,2023-12-28,2024-02-26,Annual,0,Cancelled
S021306,C021306,2024-01-30,2024-03-30,Monthly,10,Expired
S021307,C021307,2024-12-24,2025-01-23,Monthly,5,Expired
S021308,C021308,2022-08-28,2022-11-26,Annual,0,Cancelled
S021309,C021309,2025-05-15,2026-05-10,Annual,5,Cancelled
S021310,C021310,2025-01-01,2025-11-27,Monthly,20,Expired
S021311,C021311,2022-03-11,2023-03-06,Monthly,20,Active
S021312,C021312,2022-02-07,2022-09-05,Annual,10,Expired
S021313,C021313,2022-09-27,2022-12-26,Monthly,20,Expired
S021314,C021314,2023-12-25,2024-12-19,Monthly,20,Cancelled
S021315,C021315,2022-05-21,2023-04-16,Monthly,0,Expired
S021316,C021316,2024-02-10,2024-05-10,Monthly,15,Expired
S021317,C021317,2023-06-14,2024-04-09,Annual,10,Expired
S021318,C021318,2025-07-13,2025-11-10,Monthly,0,Expired
S021319,C021319,2024-06-01,2025-04-27,Monthly,15,Cancelled
S021320,C021320,2022-06-01,2023-02-26,Annual,20,Active
S021321,C021321,2023-05-18,2024-04-12,Annual,5,Cancelled
S021322,C021322,2023-02-28,2023-04-29,Monthly,10,Cancelled
S021323,C021323,2024-04-20,2024-06-19,Monthly,5,Expired
S021324,C021324,2021-09-17,2022-04-15,Monthly,15,Active
S021325,C021325,2023-03-02,2023-09-28,Annual,5,Expired
S021326,C021326,2025-02-06,2025-05-07,Monthly,0,Active
S021327,C021327,2025-03-11,2025-08-08,Annual,20,Cancelled
S021328,C021328,2021-09-04,2022-04-02,Annual,0,Active
S021329,C021329,2025-06-22,2025-12-19,Annual,5,Expired
S021330,C021330,2024-09-17,2024-12-16,Monthly,0,Active
S021331,C021331,2021-05-20,2021-07-19,Annual,10,Expired
S021332,C021332,2021-05-10,2021-09-07,Monthly,5,Expired
S021333,C021333,2021-10-19,2022-01-17,Monthly,5,Active
S021334,C021334,2025-09-08,2025-11-07,Monthly,20,Cancelled
S021335,C021335,2023-10-04,2023-11-03,Annual,5,Expired
S021336,C021336,2023-07-12,2024-03-08,Monthly,0,Cancelled
S021337,C021337,2021-12-05,2022-10-31,Annual,5,Cancelled
S021338,C021338,2022-08-17,2023-02-13,Annual,10,Cancelled
S021339,C021339,2022-03-20,2022-12-15,Annual,0,Expired
S021340,C021340,2023-01-21,2023-02-20,Annual,10,Cancelled
S021341,C021341,2022-08-03,2022-12-31,Annual,20,Cancelled
S021342,C021342,2025-01-14,2025-11-10,Annual,15,Expired
S021343,C021343,2025-10-16,2026-06-13,Monthly,10,Expired
S021344,C021344,2025-05-23,2025-11-19,Monthly,5,Active
S021345,C021345,2022-04-24,2023-02-18,Annual,10,Cancelled
S021346,C021346,2022-05-25,2022-07-24,Annual,0,Expired
S021347,C021347,2024-01-20,2024-03-20,Monthly,10,Cancelled
S021348,C021348,2024-08-25,2024-10-24,Monthly,15,Active
S021349,C021349,2025-03-26,2025-09-22,Monthly,15,Expired
S021350,C021350,2024-01-20,2024-09-16,Annual,20,Cancelled
S021351,C021351,2022-01-14,2022-06-13,Annual,20,Active
S021352,C021352,2025-08-20,2026-02-16,Monthly,10,Cancelled
S021353,C021353,2021-01-11,2021-12-07,Annual,15,Expired
S021354,C021354,2021-12-29,2022-09-25,Annual,15,Cancelled
S021355,C021355,2021-01-10,2021-04-10,Monthly,5,Expired
S021356,C021356,2025-01-24,2025-08-22,Monthly,0,Expired
S021357,C021357,2025-09-11,2026-08-07,Monthly,10,Active
S021358,C021358,2021-12-03,2022-07-01,Annual,10,Active
S021359,C021359,2024-07-10,2025-02-05,Monthly,10,Active
S021360,C021360,2021-04-24,2021-09-21,Monthly,15,Active
S021361,C021361,2021-08-09,2022-07-05,Annual,15,Active
S021362,C021362,2022-05-15,2022-11-11,Monthly,10,Active
S021363,C021363,2022-12-26,2023-11-21,Annual,10,Active
S021364,C021364,2021-07-22,2022-03-19,Monthly,10,Active
S021365,C021365,2023-12-06,2024-04-04,Annual,15,Expired
S021366,C021366,2022-07-04,2022-11-01,Monthly,0,Cancelled
S021367,C021367,2021-02-23,2021-06-23,Monthly,0,Active
S021368,C021368,2021-03-18,2021-12-13,Monthly,5,Cancelled
S021369,C021369,2022-02-19,2022-06-19,Monthly,5,Cancelled
S021370,C021370,2025-01-22,2025-02-21,Monthly,5,Cancelled
S021371,C021371,2021-08-22,2022-04-19,Monthly,0,Expired
S021372,C021372,2025-10-11,2025-12-10,Monthly,0,Active
S021373,C021373,2023-05-25,2023-11-21,Annual,10,Active
S021374,C021374,2024-02-20,2025-02-14,Monthly,5,Active
S021375,C021375,2021-09-23,2021-11-22,Annual,15,Expired
S021376,C021376,2022-08-22,2022-12-20,Annual,0,Cancelled
S021377,C021377,2025-03-20,2025-12-15,Annual,10,Expired
S021378,C021378,2021-12-09,2022-07-07,Annual,15,Active
S021379,C021379,2021-09-14,2021-10-14,Annual,15,Active
S021380,C021380,2025-10-29,2026-09-24,Annual,0,Active
S021381,C021381,2022-09-28,2023-03-27,Annual,10,Active
S021382,C021382,2022-06-13,2022-12-10,Monthly,15,Active
S021383,C021383,2022-10-09,2023-09-04,Monthly,0,Cancelled
S021384,C021384,2021-04-15,2021-11-11,Annual,10,Cancelled
S021385,C021385,2022-11-14,2023-06-12,Monthly,0,Expired
S021386,C021386,2025-03-13,2025-10-09,Annual,0,Active
S021387,C021387,2021-01-30,2021-11-26,Monthly,20,Active
S021388,C021388,2024-03-16,2025-03-11,Annual,15,Expired
S021389,C021389,2023-12-27,2024-05-25,Annual,0,Expired
S021390,C021390,2022-11-12,2023-09-08,Annual,10,Active
S021391,C021391,2022-03-18,2022-12-13,Monthly,5,Expired
S021392,C021392,2023-03-27,2024-01-21,Monthly,5,Expired
S021393,C021393,2024-11-14,2025-07-12,Monthly,10,Expired
S021394,C021394,2021-10-13,2022-03-12,Annual,0,Cancelled
S021395,C021395,2025-08-31,2025-09-30,Annual,15,Cancelled
S021396,C021396,2023-12-09,2024-01-08,Annual,15,Active
S021397,C021397,2024-01-14,2024-08-11,Annual,15,Expired
S021398,C021398,2023-05-27,2024-04-21,Monthly,20,Active
S021399,C021399,2024-02-18,2024-06-17,Monthly,0,Active
S021400,C021400,2021-10-06,2022-03-05,Monthly,5,Active
S021401,C021401,2021-02-14,2021-09-12,Annual,10,Active
S021402,C021402,2022-01-19,2022-10-16,Monthly,0,Cancelled
S021403,C021403,2024-07-31,2025-06-26,Annual,15,Active
S021404,C021404,2023-10-28,2024-05-25,Annual,5,Cancelled
S021405,C021405,2023-07-30,2024-07-24,Annual,5,Active
S021406,C021406,2024-07-23,2025-06-18,Monthly,15,Expired
S021407,C021407,2025-11-24,2026-03-24,Monthly,5,Expired
S021408,C021408,2023-04-02,2024-02-26,Monthly,10,Cancelled
S021409,C021409,2021-09-17,2022-09-12,Monthly,5,Active
S021410,C021410,2025-01-05,2025-03-06,Annual,20,Expired
S021411,C021411,2021-05-18,2021-08-16,Annual,5,Active
S021412,C021412,2023-03-27,2024-03-21,Monthly,20,Cancelled
S021413,C021413,2023-07-15,2024-04-10,Annual,20,Expired
S021414,C021414,2022-04-04,2022-12-30,Annual,10,Expired
S021415,C021415,2023-04-18,2023-05-18,Annual,10,Cancelled
S021416,C021416,2024-06-07,2024-08-06,Annual,0,Active
S021417,C021417,2022-07-27,2023-01-23,Annual,20,Expired
S021418,C021418,2023-01-01,2023-12-27,Annual,0,Expired
S021419,C021419,2023-05-02,2023-06-01,Annual,5,Cancelled
S021420,C021420,2022-09-02,2022-10-02,Monthly,15,Cancelled
S021421,C021421,2022-05-24,2023-01-19,Monthly,10,Active
S021422,C021422,2024-06-30,2025-06-25,Monthly,20,Expired
S021423,C021423,2023-06-22,2023-07-22,Annual,15,Cancelled
S021424,C021424,2022-07-31,2022-10-29,Annual,15,Active
S021425,C021425,2023-05-01,2023-07-30,Annual,5,Cancelled
S021426,C021426,2024-06-03,2025-02-28,Monthly,5,Cancelled
S021427,C021427,2021-06-23,2021-08-22,Annual,15,Expired
S021428,C021428,2022-04-11,2022-12-07,Annual,15,Expired
S021429,C021429,2022-09-05,2023-08-31,Monthly,5,Expired
S021430,C021430,2022-05-13,2022-11-09,Monthly,5,Cancelled
S021431,C021431,2021-01-22,2021-03-23,Monthly,0,Cancelled
S021432,C021432,2021-09-13,2022-05-11,Monthly,10,Expired
S021433,C021433,2025-06-30,2025-12-27,Monthly,10,Active
S021434,C021434,2023-06-04,2023-08-03,Monthly,5,Active
S021435,C021435,2022-12-01,2023-09-27,Monthly,20,Active
S021436,C021436,2024-02-18,2024-11-14,Annual,5,Cancelled
S021437,C021437,2021-09-29,2021-11-28,Annual,10,Cancelled
S021438,C021438,2021-03-31,2021-12-26,Annual,0,Active
S021439,C021439,2021-01-23,2021-08-21,Monthly,10,Active
S021440,C021440,2024-01-11,2024-06-09,Annual,10,Active
S021441,C021441,2023-07-23,2024-02-18,Annual,20,Expired
S021442,C021442,2024-06-16,2025-03-13,Monthly,15,Expired
S021443,C021443,2025-09-14,2025-11-13,Monthly,5,Expired
S021444,C021444,2022-01-08,2022-06-07,Monthly,0,Active
S021445,C021445,2022-03-31,2022-08-28,Annual,10,Cancelled
S021446,C021446,2024-02-10,2024-10-07,Annual,15,Expired
S021447,C021447,2024-03-21,2024-08-18,Monthly,20,Cancelled
S021448,C021448,2023-09-07,2024-04-04,Annual,10,Cancelled
S021449,C021449,2021-08-14,2022-04-11,Monthly,10,Active
S021450,C021450,2023-09-21,2024-06-17,Monthly,0,Expired
S021451,C021451,2025-04-23,2026-04-18,Monthly,10,Expired
S021452,C021452,2024-02-02,2025-01-27,Annual,5,Active
S021453,C021453,2025-09-25,2026-06-22,Annual,20,Expired
S021454,C021454,2021-03-05,2022-02-28,Annual,0,Cancelled
S021455,C021455,2021-12-25,2022-03-25,Monthly,10,Active
S021456,C021456,2021-05-13,2022-04-08,Annual,5,Active
S021457,C021457,2025-09-10,2025-10-10,Annual,5,Cancelled
S021458,C021458,2022-06-20,2022-08-19,Monthly,10,Cancelled
S021459,C021459,2023-10-13,2024-02-10,Annual,5,Cancelled
S021460,C021460,2023-03-07,2023-09-03,Annual,20,Active
S021461,C021461,2024-07-11,2024-09-09,Monthly,20,Cancelled
S021462,C021462,2024-08-11,2024-10-10,Annual,5,Active
S021463,C021463,2023-04-01,2023-10-28,Monthly,10,Cancelled
S021464,C021464,2024-10-07,2024-12-06,Monthly,15,Cancelled
S021465,C021465,2024-10-08,2025-10-03,Annual,0,Expired
S021466,C021466,2025-05-30,2025-10-27,Annual,10,Expired
S021467,C021467,2023-06-21,2023-09-19,Annual,10,Cancelled
S021468,C021468,2023-10-25,2024-04-22,Annual,10,Cancelled
S021469,C021469,2022-03-16,2022-05-15,Monthly,0,Cancelled
S021470,C021470,2024-01-08,2024-05-07,Monthly,10,Active
S021471,C021471,2025-03-27,2026-02-20,Monthly,5,Active
S021472,C021472,2021-09-10,2022-08-06,Annual,20,Expired
S021473,C021473,2024-04-25,2024-06-24,Annual,5,Cancelled
S021474,C021474,2022-12-21,2023-02-19,Annual,5,Active
S021475,C021475,2022-02-09,2022-09-07,Monthly,0,Cancelled
S021476,C021476,2024-01-20,2024-07-18,Monthly,10,Expired
S021477,C021477,2023-06-07,2024-03-03,Monthly,0,Cancelled
S021478,C021478,2025-05-07,2026-05-02,Monthly,0,Cancelled
S021479,C021479,2024-12-15,2025-01-14,Monthly,15,Cancelled
S021480,C021480,2023-03-31,2023-09-27,Monthly,10,Cancelled
S021481,C021481,2021-08-04,2022-01-01,Annual,15,Expired
S021482,C021482,2024-06-13,2024-08-12,Monthly,5,Active
S021483,C021483,2024-05-11,2025-03-07,Annual,15,Expired
S021484,C021484,2023-09-30,2024-09-24,Monthly,15,Cancelled
S021485,C021485,2025-06-24,2025-07-24,Annual,20,Cancelled
S021486,C021486,2023-04-02,2023-11-28,Monthly,5,Active
S021487,C021487,2022-08-19,2023-06-15,Monthly,0,Expired
S021488,C021488,2023-06-25,2024-01-21,Monthly,15,Active
S021489,C021489,2024-01-29,2024-06-27,Annual,10,Cancelled
S021490,C021490,2022-07-20,2023-06-15,Monthly,5,Expired
S021491,C021491,2022-09-22,2022-10-22,Monthly,5,Expired
S021492,C021492,2023-02-17,2023-04-18,Monthly,0,Active
S021493,C021493,2024-06-19,2025-02-14,Monthly,15,Active
S021494,C021494,2022-10-21,2023-10-16,Annual,10,Expired
S021495,C021495,2024-01-24,2024-05-23,Monthly,5,Active
S021496,C021496,2021-11-21,2022-07-19,Monthly,10,Active
S021497,C021497,2022-03-10,2022-06-08,Annual,10,Cancelled
S021498,C021498,2021-05-13,2021-07-12,Annual,0,Active
S021499,C021499,2023-03-23,2023-12-18,Monthly,20,Active
S021500,C021500,2022-05-09,2022-12-05,Annual,20,Cancelled
S021501,C021501,2021-02-12,2021-07-12,Annual,0,Active
S021502,C021502,2024-02-04,2024-10-31,Monthly,5,Expired
S021503,C021503,2023-11-15,2024-08-11,Monthly,0,Cancelled
S021504,C021504,2022-12-31,2023-04-30,Monthly,5,Active
S021505,C021505,2021-12-09,2022-02-07,Annual,5,Cancelled
S021506,C021506,2022-03-18,2022-06-16,Annual,15,Active
S021507,C021507,2025-09-28,2025-12-27,Monthly,10,Cancelled
S021508,C021508,2025-02-17,2025-03-19,Annual,10,Expired
S021509,C021509,2021-03-15,2021-10-11,Annual,5,Cancelled
S021510,C021510,2022-12-02,2023-07-30,Annual,10,Active
S021511,C021511,2021-04-13,2021-05-13,Annual,0,Expired
S021512,C021512,2023-01-31,2023-09-28,Monthly,5,Expired
S021513,C021513,2022-02-09,2022-07-09,Annual,15,Active
S021514,C021514,2025-11-07,2026-04-06,Annual,5,Cancelled
S021515,C021515,2021-09-27,2022-09-22,Monthly,5,Expired
S021516,C021516,2021-12-01,2022-03-31,Monthly,10,Cancelled
S021517,C021517,2021-12-18,2022-01-17,Monthly,10,Active
S021518,C021518,2023-08-16,2024-05-12,Annual,0,Expired
S021519,C021519,2022-01-11,2022-07-10,Monthly,20,Active
S021520,C021520,2024-07-25,2025-07-20,Annual,20,Expired
S021521,C021521,2023-11-22,2024-11-16,Monthly,0,Cancelled
S021522,C021522,2025-09-30,2026-02-27,Annual,20,Active
S021523,C021523,2024-07-06,2025-01-02,Annual,10,Cancelled
S021524,C021524,2021-03-11,2022-02-04,Monthly,15,Active
S021525,C021525,2021-11-11,2022-05-10,Annual,10,Expired
S021526,C021526,2022-08-02,2022-12-30,Monthly,0,Expired
S021527,C021527,2022-11-16,2022-12-16,Annual,0,Active
S021528,C021528,2021-05-21,2022-02-15,Annual,5,Active
S021529,C021529,2024-03-09,2024-07-07,Annual,15,Active
S021530,C021530,2024-01-16,2024-07-14,Annual,5,Active
S021531,C021531,2024-10-03,2025-08-29,Monthly,5,Cancelled
S021532,C021532,2022-03-22,2022-08-19,Monthly,15,Active
S021533,C021533,2021-03-15,2021-07-13,Annual,20,Expired
S021534,C021534,2021-09-30,2022-07-27,Annual,15,Active
S021535,C021535,2024-02-17,2024-05-17,Annual,15,Active
S021536,C021536,2021-04-27,2022-03-23,Annual,15,Active
S021537,C021537,2024-05-30,2024-12-26,Annual,20,Expired
S021538,C021538,2025-05-02,2026-04-27,Monthly,20,Cancelled
S021539,C021539,2023-05-07,2023-09-04,Monthly,15,Active
S021540,C021540,2023-12-03,2024-07-30,Monthly,0,Cancelled
S021541,C021541,2023-09-27,2024-07-23,Annual,15,Cancelled
S021542,C021542,2023-06-20,2023-09-18,Annual,15,Cancelled
S021543,C021543,2023-12-04,2024-04-02,Monthly,10,Expired
S021544,C021544,2023-12-10,2024-08-06,Monthly,10,Active
S021545,C021545,2023-11-19,2024-10-14,Annual,15,Cancelled
S021546,C021546,2023-01-17,2023-05-17,Monthly,15,Active
S021547,C021547,2023-10-18,2024-08-13,Annual,5,Active
S021548,C021548,2022-04-05,2022-12-01,Monthly,0,Cancelled
S021549,C021549,2022-12-22,2023-09-18,Monthly,15,Active
S021550,C021550,2022-11-08,2023-08-05,Monthly,5,Active
S021551,C021551,2025-10-04,2026-06-01,Monthly,5,Cancelled
S021552,C021552,2024-07-30,2025-07-25,Annual,20,Cancelled
S021553,C021553,2025-01-16,2025-02-15,Annual,15,Expired
S021554,C021554,2025-09-25,2026-04-23,Annual,15,Cancelled
S021555,C021555,2025-10-20,2026-08-16,Monthly,5,Active
S021556,C021556,2025-04-30,2025-11-26,Annual,15,Expired
S021557,C021557,2021-12-11,2022-04-10,Monthly,0,Active
S021558,C021558,2025-07-27,2025-12-24,Monthly,20,Active
S021559,C021559,2021-07-19,2022-07-14,Annual,20,Expired
S021560,C021560,2021-04-22,2022-03-18,Monthly,15,Cancelled
S021561,C021561,2022-02-23,2022-08-22,Monthly,15,Cancelled
S021562,C021562,2022-06-25,2022-10-23,Monthly,15,Expired
S021563,C021563,2022-06-21,2023-05-17,Monthly,15,Active
S021564,C021564,2024-07-30,2024-08-29,Annual,20,Expired
S021565,C021565,2021-12-18,2022-03-18,Monthly,20,Expired
S021566,C021566,2023-03-13,2024-02-06,Annual,10,Active
S021567,C021567,2025-09-25,2026-08-21,Monthly,20,Active
S021568,C021568,2021-04-16,2021-05-16,Annual,0,Cancelled
S021569,C021569,2023-02-12,2023-07-12,Monthly,10,Expired
S021570,C021570,2023-09-05,2023-12-04,Annual,15,Active
S021571,C021571,2022-04-23,2022-08-21,Monthly,0,Expired
S021572,C021572,2025-03-04,2025-06-02,Monthly,15,Cancelled
S021573,C021573,2021-08-04,2021-12-02,Monthly,20,Cancelled
S021574,C021574,2021-09-08,2021-10-08,Annual,5,Expired
S021575,C021575,2022-02-24,2022-07-24,Annual,15,Cancelled
S021576,C021576,2021-11-07,2022-05-06,Monthly,5,Cancelled
S021577,C021577,2023-08-18,2023-12-16,Annual,15,Cancelled
S021578,C021578,2025-06-08,2025-08-07,Annual,10,Expired
S021579,C021579,2024-12-10,2025-12-05,Annual,20,Active
S021580,C021580,2023-05-17,2024-05-11,Annual,0,Active
S021581,C021581,2021-11-28,2022-05-27,Monthly,15,Active
S021582,C021582,2022-11-05,2023-09-01,Annual,0,Expired
S021583,C021583,2025-03-15,2025-05-14,Monthly,5,Expired
S021584,C021584,2022-04-06,2022-09-03,Annual,15,Cancelled
S021585,C021585,2021-10-07,2022-10-02,Monthly,10,Active
S021586,C021586,2025-04-16,2025-10-13,Annual,15,Active
S021587,C021587,2022-05-25,2022-08-23,Annual,0,Cancelled
S021588,C021588,2022-12-31,2023-07-29,Monthly,20,Active
S021589,C021589,2025-03-29,2025-10-25,Monthly,20,Expired
S021590,C021590,2021-03-27,2021-09-23,Monthly,5,Cancelled
S021591,C021591,2021-06-06,2021-07-06,Monthly,0,Expired
S021592,C021592,2023-06-30,2024-04-25,Monthly,10,Cancelled
S021593,C021593,2021-04-16,2022-03-12,Monthly,20,Active
S021594,C021594,2024-04-07,2024-08-05,Monthly,10,Expired
S021595,C021595,2025-01-14,2025-06-13,Annual,10,Expired
S021596,C021596,2022-04-23,2023-03-19,Annual,0,Expired
S021597,C021597,2022-02-05,2022-12-02,Annual,20,Expired
S021598,C021598,2024-10-08,2025-03-07,Annual,5,Expired
S021599,C021599,2025-11-11,2026-02-09,Annual,20,Active
S021600,C021600,2024-01-06,2024-06-04,Monthly,5,Cancelled
S021601,C021601,2024-09-04,2025-08-30,Annual,15,Active
S021602,C021602,2025-07-12,2026-02-07,Annual,20,Cancelled
S021603,C021603,2021-09-26,2022-05-24,Annual,0,Cancelled
S021604,C021604,2022-12-13,2023-04-12,Annual,0,Cancelled
S021605,C021605,2022-04-21,2022-06-20,Annual,20,Active
S021606,C021606,2023-07-17,2024-02-12,Monthly,10,Expired
S021607,C021607,2024-09-30,2025-04-28,Monthly,0,Cancelled
S021608,C021608,2025-08-04,2026-03-02,Annual,15,Cancelled
S021609,C021609,2025-12-05,2026-11-30,Monthly,5,Cancelled
S021610,C021610,2024-08-28,2025-01-25,Monthly,10,Active
S021611,C021611,2024-03-17,2024-08-14,Monthly,0,Active
S021612,C021612,2022-08-11,2023-01-08,Monthly,5,Active
S021613,C021613,2024-10-08,2025-01-06,Annual,0,Expired
S021614,C021614,2025-01-27,2025-08-25,Annual,15,Active
S021615,C021615,2025-11-15,2026-10-11,Monthly,15,Cancelled
S021616,C021616,2022-12-29,2023-09-25,Annual,15,Cancelled
S021617,C021617,2023-09-03,2023-10-03,Monthly,20,Active
S021618,C021618,2024-01-05,2024-09-01,Annual,5,Cancelled
S021619,C021619,2025-02-22,2025-07-22,Monthly,0,Expired
S021620,C021620,2021-12-06,2022-02-04,Annual,0,Expired
S021621,C021621,2025-02-06,2025-12-03,Annual,15,Active
S021622,C021622,2024-08-20,2025-07-16,Monthly,15,Cancelled
S021623,C021623,2023-07-23,2023-11-20,Annual,20,Cancelled
S021624,C021624,2021-05-29,2021-10-26,Monthly,5,Cancelled
S021625,C021625,2023-01-15,2023-05-15,Annual,5,Active
S021626,C021626,2021-04-17,2021-05-17,Annual,20,Active
S021627,C021627,2024-11-02,2025-01-01,Annual,5,Active
S021628,C021628,2023-08-06,2024-07-31,Annual,10,Cancelled
S021629,C021629,2023-10-06,2024-02-03,Monthly,0,Expired
S021630,C021630,2023-08-10,2023-11-08,Monthly,0,Expired
S021631,C021631,2021-12-14,2022-12-09,Monthly,5,Expired
S021632,C021632,2022-05-20,2022-08-18,Monthly,0,Active
S021633,C021633,2021-12-01,2022-08-28,Monthly,15,Active
S021634,C021634,2022-09-09,2022-12-08,Annual,15,Cancelled
S021635,C021635,2025-09-18,2026-02-15,Annual,20,Active
S021636,C021636,2025-11-17,2026-03-17,Annual,0,Cancelled
S021637,C021637,2022-02-06,2022-10-04,Annual,0,Active
S021638,C021638,2025-06-02,2025-12-29,Annual,10,Expired
